Category,Keyword,Web_Page_URL,Tweet_Website,Author_Name,Author_Web_Page_URL,Tweet_Timestamp,Tweet_Content,Tweet_Image_URL,Tweet_Video_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks,,Tweet_Number_of_Looks,
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/sathyashrii/status/1719401994295890182,srisathyaReload,https://twitter.com/sathyashrii,10/31/23,"Hamas Never cares about its own people... Terrorism is all about Money and Power, Not about people future...#HamasislSIS #Hamas #Hamas_is_ISIS #HamasisISIS #Israel #Gaza #GazaWar #IsraelPalestineWar #IsraelPalestineConflict",,https://twitter.com/sathyashrii/status/1719401994295890182,FALSE,50,68,133,51K,,51K,51000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/ChaoticGood42_/status/1719176662003196238,Chaotic GoodReload,https://twitter.com/ChaoticGood42_,10/31/23,"I've seen my friends, family, and followers heatedly divided over the #IsraelPalestineWar #IsraelPalestineConflict  Any time I'm asked what my opinion is, I share this video. It's a fantastic history lesson for both the people who love war history in general, and also for the…",,https://twitter.com/ChaoticGood42_/status/1719176662003196238,FALSE,5,11,27,12K,,12K,12000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/matincantweet/status/1719967243289698696,Matin KhanReload,https://twitter.com/matincantweet,11/2/23,"Now this is called reporting from the spot,Hatts off to this guy.And Abu Bakar is no more among us.May Allah give him highest place in Jannah.#Yemen #Israel #StopGenocideInGaza #FreePalestine  #IsraelPalestineWar #IsraelPalestineConflict #CeaseFireInGaza #CeasefireForGaza.",,https://twitter.com/matincantweet/status/1719967243289698696,FALSE,16,61,146,27K,,27K,27000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/humantheworld/status/1718303026618724489,The WorldReload,https://twitter.com/humantheworld,10/28/23,"BIG The police stand right next to them, but do nothing when anti-Israel protesters climb the statue of British WW1 Prime Minister David Lloyd GeorgeWhere is Rishi Sunak?Is this freedom of expression?Where is King?Wake Up British... Wake Up...#IsraelPalestineConflict…",,https://twitter.com/humantheworld/status/1718303026618724489,FALSE,17,13,44,19K,,19K,19000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/OutsideTheBoxEn/status/1718584992094199939,OutSide TheBox ReloadShahid Bolsen,https://twitter.com/OutsideTheBoxEn,10/29/23,Does Israel has the right to defend itself? Dr Shahid explains international law and the right to defend yourself.#IsraelPalestineWar#IsraelPalestineConflict,,https://twitter.com/OutsideTheBoxEn/status/1718584992094199939,FALSE,26,298,399,34K,,34K,34000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/x_relaxing/status/1718207218137657368,Relaxing xReload,https://twitter.com/x_relaxing,10/28/23,What is Pallywood?When the paramedic response time is faster than a Formula 1 pit crew.#HamasMassacre #IsraelPalestineWar #HamasislSIS #HamasMassacre #hamasiISIS #IsraelPalestineConflict #Isreal #ElonMusk,,https://twitter.com/x_relaxing/status/1718207218137657368,FALSE,29,51,174,59K,,59K,59000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/humantheworld/status/1719234384283271486,The WorldReload,https://twitter.com/humantheworld,10/31/23,"""Where are your Jews?""THE WORLD STAND WITH ISRAEL.#IsraelPalestineConflict #Gaza #HamasISIS #HamasMassacre #IsraelAttack #GazaHospital #PalestineWar #Palestine #HamasislSIS #HamasTerrorrists #trainaccident #Hamas_is_ISIS",,https://twitter.com/humantheworld/status/1719234384283271486,FALSE,73,172,507,64K,,64K,64000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/GautamChakraba6/status/1720772314533392422,Gautam ChakrabartyReload,https://twitter.com/GautamChakraba6,11/4/23,"Look what the Palestinians did to the naked body of a dead Israeli woman.Despite seeing all this, can you say that the people of Palestine are innocent?#Israel #Israelunderattack #IsraelPalestineConflict #Gaza #viralvideo @IDF @MOSSADil @TheMossadIL @IsraelinIndia…",,https://twitter.com/GautamChakraba6/status/1720772314533392422,FALSE,80,31,57,32K,,32K,32000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/satishacharya/status/1718857463108342066,Satish Acharya,https://twitter.com/satishacharya,10/30/23,Jews(Yehudis) are Yadavs! #IsraelPalestineConflict #hunger,https://pbs.twimg.com/media/F9qbwLqa8AAn0N5?format=jpg&name=small,https://twitter.com/satishacharya/status/1718857463108342066,FALSE,94,1.3K,5.5K,101K,,101K,101000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/The_Wee_Doggie/status/1720254508695974280,The Wee DoggieReload,https://twitter.com/The_Wee_Doggie,11/3/23,"A young Israeli girl cries ""help me"" moments before being shot dead by Hamas terrorists....#IsraelPalestineConflict",,https://twitter.com/The_Wee_Doggie/status/1720254508695974280,FALSE,26,35,71,10K,,10K,10000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/therealmrbench/status/1719750937735254220,sonofabenchReloadAviva Klompas,https://twitter.com/therealmrbench,11/1/23,A Jewish Harvard student is targeted and harassed by Hamas Palestine supporters. Seems they are just waiting for all Jewish people to be wearing a yellow letter. #Gaza #FreePalestine #IsraelUnderAttack #IsraelPalestineConflict#racism,,https://twitter.com/therealmrbench/status/1719750937735254220,FALSE,10,11,24,7.8K,,7.8K,7800
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/BFirstParty/status/1718234062505037970,Britain FirstReload,https://twitter.com/BFirstParty,10/28/23,Chilling footage of Islamist Hamas terrorists preparing for war…#Israel #Palestine #IsraelPalestineWar #Gaza #Hamas #IsraelPalestineConflict,,https://twitter.com/BFirstParty/status/1718234062505037970,FALSE,278,248,532,74K,,74K,74000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/TomDubyes/status/1720883802220724561,TomDubyesReload,https://twitter.com/TomDubyes,11/4/23,Opposing Zionism is not antisemitism. Zionism is a cancer for Jewish community.  They are far right extrimists. Even Jews oppose these POSs. #PalestineHolocaust #FreePalestine #IsraelPalestineConflict #israel #Palestine #fuckzionists #ZionismIsNazism #Zionists,,https://twitter.com/TomDubyes/status/1720883802220724561,FALSE,1,15,29,1.5K,,1.5K,1500
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/rs_rajender/status/1718656391332995345,R S Reload,https://twitter.com/rs_rajender,10/29/23,#Pakistani intellectuals buying and then wasting Fanta bottles to hurt #Israel financially #Gaza #GazaWar #INDvsENG #HamasTerrorrists #IsraelPalestineConflict #RohitSharma𓃵 #Palestine,,https://twitter.com/rs_rajender/status/1718656391332995345,FALSE,46,40,126,36K,,36K,36000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/rs_rajender/status/1719723976354922812,R S Reload,https://twitter.com/rs_rajender,11/1/23,The Accidental Superstar ..One and Only #MrFAFO #HappyHalloween #Palestine #GazaGenocide #IsraelPalestineConflict #Hamas_is_ISIS #HamasisISIS #CeasefireForGaza,,https://twitter.com/rs_rajender/status/1719723976354922812,FALSE,19,29,129,20K,,20K,20000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/YasmeenJomaa/status/1720910309420896386,free PalestineReload,https://twitter.com/YasmeenJomaa,11/4/23,A child comes out from under the bombing(Gaza-Palestine )#Israel #Palestine #PalestinianLivesMatter #IsraelPalestineWar #IsraelPalestineConflict,,https://twitter.com/YasmeenJomaa/status/1720910309420896386,FALSE,3,8,3,1.7K,,1.7K,1700
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/RShahzaddk/status/1721083315178930658,RAShahzaddkReloadPoetry,https://twitter.com/RShahzaddk,11/5/23,"Silence in the face of genocide is not an option. We must speak up, take action, and support those affected. #SpeakOut #StandTogethe#GazaGenocide #IsraelPalestineConflict",,https://twitter.com/RShahzaddk/status/1721083315178930658,FALSE,16,400,405,9.3K,,9.3K,9300
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/The_Wee_Doggie/status/1720253086315192403,The Wee DoggieReload,https://twitter.com/The_Wee_Doggie,11/3/23,"This Egyptian protester is so funny. She says ""We stand with the Palestinians"" while Egypt refuses to let Palestinians into their country. A friend in need and all that...#IsraelPalestineConflict",,https://twitter.com/The_Wee_Doggie/status/1720253086315192403,FALSE,12,11,66,3.2K,,3.2K,3200
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/SB_Sarah10/status/1720561102755389714,SB_Sarah#FollowBackFriday #ToriesOutReload,https://twitter.com/SB_Sarah10,11/3/23,"For the ones who say ""Hamas started this horrific war by bombing Israel first"",This is how it started(Prove me wrong)#IsraelPalestineConflict",,https://twitter.com/SB_Sarah10/status/1720561102755389714,FALSE,7,10,9,1.6K,,1.6K,1600
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/inaya_bisma/status/1718146618917273696,inaya bismaReload,https://twitter.com/inaya_bisma,10/28/23,"keep boycotting companies that support israel, #StarbucksBoycott   is going bankrupt, #McDonalds  is giving out desperate deals, don't go back to them, keep boycotting them and don't stop#IsraeliNewNazism #IsraelPalestineConflict",,https://twitter.com/inaya_bisma/status/1718146618917273696,FALSE,1,6,15,4.3K,,4.3K,4300
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/RadianceOfQuran/status/1720279509642125720,Radiance Of QuranReloadCensored Men,https://twitter.com/RadianceOfQuran,,"A Tunisian tennis star, Ons Jabeur, ""I have decided to donate part of my prize money"" #IsraelPalestineConflict #IsraelPalestineWar #JewishLivesMatter #PalestinianLivesMatter #WhiteLivesMatter #BlackLivesMatter   #AllLivesMatter #NoOilForlsrael",,https://twitter.com/RadianceOfQuran/status/1720279509642125720,FALSE,7,5,22,3.1K,,3.1K,3100
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/abdu_sheriff/status/1720305789393379813,Abdulwahid SheriffReload,https://twitter.com/abdu_sheriff,11/3/23,"The moment, two days ago, when the occupation violently raided the Gaza camp market in Bureij#Palestine #HamasisISIS #CeasefireForGaza #CeaseFirelnGazaNOW #storm #Yemen #IsraelPalestineConflict #غزة_تنتصر",,https://twitter.com/abdu_sheriff/status/1720305789393379813,FALSE,32,18,34,6.4K,,6.4K,6400
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/khudaenoor11/status/1720150856413446598,Khudae NoorReload,https://twitter.com/khudaenoor11,11/2/23,As usual Algerian officials leave the #UnitedNations council after Israel enters to #speech. #CeasefireForGaza #FreePalestine #Gaza #GazaGenocide #Yemen #IsraelPalestineConflict #Palestine #PalestineWar #FreePalestineFromZionist @khudaenoor11 @AneesulHasnain8,,https://twitter.com/khudaenoor11/status/1720150856413446598,FALSE,,5,28,3.6K,,3.6K,3600
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/ShayaanAlii/status/1718857772476027117,Shayan AliReload,https://twitter.com/ShayaanAlii,10/30/23,"#Hamas threatened to attack India  Looks like they have forgot that India now has @narendramodi and if they look towards India with an evil eye, they will have to pay the price just like Pakistan. Say No To Terrorism! #IndiaStandsWithIsrael #IsraelPalestineConflict",,https://twitter.com/ShayaanAlii/status/1718857772476027117,FALSE,12,96,412,10K,,10K,10000
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/furqanraja1122/status/1721056172164395479,Raja Furqan AhmedReload,https://twitter.com/furqanraja1122,11/5/23,IDF raiding west bank this morning #Pakistan #India #Gaza #GazaUnderAttack #TelAviv #Israel #IsraelPalestineConflict #Palestinian #Palestine #GazaCity #Hamas,,https://twitter.com/furqanraja1122/status/1721056172164395479,FALSE,4,4,10,1.7K,,1.7K,1700
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/RadianceOfQuran/status/1720123489162866930,Radiance Of QuranReloadCensored Men,https://twitter.com/RadianceOfQuran,11/2/23,A Muslim man thanks Orthodox-Jews  #IsraelPalestineConflict #IsraelPalestineWar #JewishLivesMatter #AllLivesMatter #whitelivesmatter #BlackLivesMatter #PalestinianLivesMatter,,https://twitter.com/RadianceOfQuran/status/1720123489162866930,FALSE,4,10,31,5.3K,,5.3K,5300
TopPost,#IsraelPalestineConflict,https://twitter.com/search?q=#IsraelPalestineConflict&src=typed_query&f=top,https://twitter.com/The_Wee_Doggie/status/1720247704595431687,The Wee DoggieReload,https://twitter.com/The_Wee_Doggie,11/3/23,"Viewer Discretion IDF Col. Golan Vach reveals the heart-wrenching moment he personally carried the lifeless, beheaded body of an innocent baby in Kibbutz Be'eri. #IsraelPalestineConflict",,https://twitter.com/The_Wee_Doggie/status/1720247704595431687,FALSE,10,23,31,2.9K,,2.9K,2900
