Category,Keyword,Tweet_Website,Author_Name,Author_Web_Page_URL,UTC_Time,Tweet_Content,Tweet_Image_URL,Tweet_AD,Tweet_Number_of_Reviews,Tweet_Number_of_Retweets,Tweet_Number_of_Likes,Tweet_Number_of_Looks
Post&amp;Comment,Pro Palestine,https://twitter.com/ANMCairene/status/1721259916873134333,CaireneReload,https://twitter.com/ANMCairene,,Zionist who are not Jew are accusing Pro-Palestine Jew that they are not Jew #GazaGenocide #ZionismIsTerrorism #ZionismIsNazism,,False,50,237,427,8.9K
Post&amp;Comment,Pro Palestine,https://twitter.com/Robert_Martin72/status/1721079649567175025,Robert Martin Reload,https://twitter.com/Robert_Martin72,2023-11-05T08:18:59.000Z,From the river to the sea Palestine will be free. To be pro Palestine is to be anti racist.,,False,34,501,1K,22K
Post&amp;Comment,Pro Palestine,https://twitter.com/jacksonhinklle/status/1720978430152356159,Jackson Hinkle ReloadS p r i n t e r X,https://twitter.com/jacksonhinklle,2023-11-05T01:36:46.000Z,Pro-Palestine rally on the border of Iraq right now!,,False,367,4.4K,15K,363K
Post&amp;Comment,Pro Palestine,https://twitter.com/andychester_/status/1721901312785502371,andyReload,https://twitter.com/andychester_,2023-11-07T14:43:59.000Z,Miss Ma’am thinks the pro Palestine rally in Melbourne is the right place for this. People have lost loved ones and you’re waving the flag of their executioners. Make it make sense! #FreePalestine,,False,11,168,203,12K
Post&amp;Comment,Pro Palestine,https://twitter.com/ANMCairene/status/1721262306049352063,CaireneReload,https://twitter.com/ANMCairene,2023-11-05T20:24:47.000Z,Holocaust survivors are pro-Palestine and against genocide that is committed by Zionist Israeli regime “The British government is supporting the genocide…” he says #GazaGenocide #ZionismIsNazism,,False,47,788,1.2K,38K
Post&amp;Comment,Pro Palestine,https://twitter.com/jacksonhinklle/status/1720948916848316748,Jackson Hinkle ReloadRadioGenoa,https://twitter.com/jacksonhinklle,2023-11-04T23:39:30.000Z,MASSIVE PRO-PALESTINE protest in Berlin tonight!,,False,796,13K,42K,823K
Post&amp;Comment,Pro Palestine,https://twitter.com/ashoswai/status/1721832721792602270,Ashok SwainReloadPalestina Hoy,https://twitter.com/ashoswai,2023-11-07T10:11:25.000Z,Massive Pro-Palestine Demonstration in Mexico City.#CeasefireForGazaNOW,,False,140,4.6K,9.4K,200K
Post&amp;Comment,Pro Palestine,https://twitter.com/therealmrbench/status/1722005594461401095,sonofabenchReload🅳🅽🅽🅸🅴 Memes,https://twitter.com/therealmrbench,2023-11-07T21:38:21.000Z,"VIEWER DISCRETION ADVISEDIt has been 1 month since the #HamasTerrorist #October7massacrePro-Palestine politicians are condemning Israel as the IDF said they will hunt down those responsible and treat them like animals.This is, but one video of why…",,False,23,105,148,12K
Post&amp;Comment,Pro Palestine,https://twitter.com/CensoredMen/status/1720674946714624400,Censored MenReload,https://twitter.com/CensoredMen,2023-11-04T05:30:50.000Z,Former IDF soldier tears up when asked why he’s at a Pro-Palestine rally.“I just saw a Mafia run country.”,,False,1K,37K,77K,2.4M
Post&amp;Comment,Pro Palestine,https://twitter.com/atRachelGilmore/status/1719851657289154774,Rachel GilmoreReload,https://twitter.com/atRachelGilmore,2023-11-01T22:59:23.000Z,"This is a really difficult but important conversation.Building on @misstessowen’s reporting, I found more far-right accounts trying to use pro-Palestine movements to fuel anti-Jewish hate.This hurts Palestinians and Jewish folks alike. Be careful who you retweet.",,False,4,1.4K,2.2K,984K
Post&amp;Comment,Pro Palestine,https://twitter.com/humzasayshi/status/1721261641294041410,humza Nihal | نهال,https://twitter.com/humzasayshi,2023-11-05T20:22:09.000Z,"In fact, Said was Obama’s English professor at Columbia University. Obama attended many pro-Palestine events when he was younger, and he worked closely with many Palestinian organizers. He was supportive or at the least even-handed. That he capitulated to state interests… shame.",https://pbs.twimg.com/media/F-MmVtsWoAAPDpQ?format=jpg&name=small,False,165,11K,45K,4.1M
Post&amp;Comment,Pro Palestine,https://twitter.com/letthebliss/status/1720567921666408813,a fallen fruit Mαrωα ,https://twitter.com/letthebliss,2023-11-03T22:25:33.000Z,"After Lorde’s pro-Palestine  stance in 2017,  Zionists bought a FULL-PAGE ad in the Washington Post, just to call her a bigot. They’re that petty. They want full celebrity compliance or they attack. That’s propaganda folks",https://pbs.twimg.com/media/F-CvZW1akAA8wSF?format=jpg&name=small,False,11,392,1K,124K
Post&amp;Comment,Pro Palestine,https://twitter.com/jennineak/status/1721808254521544723,JennineStandWithUs,https://twitter.com/jennineak,2023-11-07T08:34:12.000Z,"This Zionist lobby group wants you to believe that pro-Palestine protesters killed him. He attacked protesters, and the sheriff’s office has said: “During the altercation, Kessler fell backwards and struck his head on the ground.”",,False,141,20K,63K,2.8M
Post&amp;Comment,Pro Palestine,https://twitter.com/libsoftiktok/status/1720999387772719412,Libs of TikTokReloadCollin Rugg,https://twitter.com/libsoftiktok,2023-11-05T03:00:03.000Z,Pro-palestine rioters desecrated and vandalized historic monuments in D.C. today. Absolutely disgraceful.,,False,4.9K,9.6K,28K,3.9M
Post&amp;Comment,Pro Palestine,https://twitter.com/MyLordBebo/status/1720918996495606097,Lord BeboReload,https://twitter.com/MyLordBebo,2023-11-04T21:40:36.000Z,Huge pro-Palestine march in Berlin!Too many for the police to break up!,,False,479,10K,27K,1.4M
Post&amp;Comment,Pro Palestine,https://twitter.com/LeftismForU/status/1721685911534977382,LeftismReload,https://twitter.com/LeftismForU,2023-11-07T00:28:03.000Z,BREAKING: A pro-Palestine protester has been arrested after killing a 65 year old Jewish man by hitting him over the head with a megaphone during a verbal altercation in the Thousand Oaks area of LA.The man suffered from a brain hemorrhage as a result & succumbed to his…,,False,1.4K,4K,9.2K,4M
Post&amp;Comment,Pro Palestine,https://twitter.com/nihalist___/status/1721217631963754831,Nihal | نهال,https://twitter.com/nihalist___,2023-11-05T17:27:16.000Z,anyone who knew Obama early in his career can tell you that not only was he pro-Palestine but that he knew in extraordinary detail the bloody history of the creation of the ethno-state and its ensuing crimes. he knew exactly what he was doing in office and he did it in cold blood,,False,263,12K,80K,6M
Post&amp;Comment,Pro Palestine,https://twitter.com/ashoswai/status/1720946861874237805,Ashok SwainReloadDan Cohen,https://twitter.com/ashoswai,2023-11-04T23:31:20.000Z,Names of the people killed in Israeli airstrikes in Gaza. Washington DC had never witnessed such a pro-Palestine demonstration ever before.,,False,122,4.5K,6.8K,270K
Post&amp;Comment,Pro Palestine,https://twitter.com/yegwave/status/1720953399938597161,YEGWAVEReloadReloadReloadReload,https://twitter.com/yegwave,2023-11-04T23:57:18.000Z,"Scenes from a Pro-Palestine protest in Edmonton that had over 10,000 people",,False,58,43,149,35K
Post&amp;Comment,Pro Palestine,https://twitter.com/Shahwaiz1572009/status/1720825960834998631,Shahwaiz ArainReloadCensored Men,https://twitter.com/Shahwaiz1572009,2023-11-04T15:30:55.000Z,Former IDF soldier tears up when asked why he’s at a Pro-Palestine rally.“I just saw a Mafia run country.”#Hezbollah,,False,5,73,139,10K
Post&amp;Comment,Pro Palestine,https://twitter.com/GlobeEyeNews/status/1721113670149898263,Globe Eye NewsReload,https://twitter.com/GlobeEyeNews,2023-11-05T10:34:10.000Z,"𝗪𝗔𝗧𝗖𝗛: World's Largest Pro- Palestinian Protest, More than 2 million people gathered in Indonesia.#Indonesia l #Palestine l #Gaza l #Hamas #GazaGenocide l #CeasefireNOW l #Israel",,False,228,3.7K,7.1K,507K
Post&amp;Comment,Pro Palestine,https://twitter.com/Delhiite_/status/1720871779064000891,زماںReload,https://twitter.com/Delhiite_,2023-11-04T18:32:59.000Z,Pro-Palestine Rally in Switzerland,,False,51,2.1K,5.8K,66K
Post&amp;Comment,Pro Palestine,https://twitter.com/rivkahbrown/status/1722010916621832320,Rivkah BrownReload,https://twitter.com/rivkahbrown,2023-11-07T21:59:30.000Z,"BREAKING: A former senior @amnesty official has been arrested under the public order act for holding a satirical placard describing Israel as an ""apartheid c*ntry"".Aisha Jung was arrested on Saturday while attending a pro-Palestine demo in London with her husband and sons.",,False,581,4K,6.6K,591K
Post&amp;Comment,Pro Palestine,https://twitter.com/bennyjohnson/status/1720899408806461872,Benny JohnsonReloadZagonel,https://twitter.com/bennyjohnson,2023-11-04T20:22:46.000Z,Pro-Palestine protest in Washington DC,,False,2.5K,1.8K,3.9K,849K
Post&amp;Comment,Pro Palestine,https://twitter.com/savannacraig/status/1721582184530620536,SavannaReload,https://twitter.com/savannacraig,2023-11-06T17:35:52.000Z,Why did pro-Palestine activists block and paint the entrances of CBC Montreal yesterday?#palestine #israel #montreal #gaza #cbcnews #manufacturingconsent #fyp #mtlnews,,False,7,7,7,694
Post&amp;Comment,Pro Palestine,https://twitter.com/SaeedDiCaprio/status/1721617370186199437,Hurt CoPain,https://twitter.com/SaeedDiCaprio,2023-11-06T19:55:41.000Z,stanford released a statement saying that a pro-israel student wrote this to draw negative attention towards pro-palestine protests and yet this page tweeted it and put palestinian students in danger https://twitter.com/visegrad24/status/1720210993597325339…,,False,179,16K,78K,3.1M
Post&amp;Comment,Pro Palestine,https://twitter.com/andrewlawrence/status/1721862609748607167,Andrew LawrenceReload,https://twitter.com/andrewlawrence,2023-11-07T12:10:11.000Z,POLICE- Pro-Palestine march this Armistice Weekend.,,False,77,442,880,29K
Post&amp;Comment,Pro Palestine,https://twitter.com/jacksonhinklle/status/1720815047381831971,Jackson Hinkle ReloadCensored Men,https://twitter.com/jacksonhinklle,2023-11-04T14:47:33.000Z,Former IDF soldier tears up when asked why he’s at a Pro-Palestine rally.“I just saw a Mafia run country.”,,False,531,7.4K,16K,506K
Post&amp;Comment,Pro Palestine,https://twitter.com/SweetPeaBell326/status/1721505846654378325,SweetPeaBelle,https://twitter.com/SweetPeaBell326,2023-11-06T12:32:32.000Z,Savage! The UK is history. Pro Palestine aggressors are brutal animals and they keep inviting them into their country.“Aggressive pro-Palestinian protesters set a policeman on fire in London.”,https://pbs.twimg.com/ext_tw_video_thumb/1721505666601308160/pu/img/0UcgziwOi0FQHokM?format=jpg&name=small,False,1.1K,3K,2.6K,175K
Post&amp;Comment,Pro Palestine,https://twitter.com/Nigel_Farage/status/1720169228735574042,Nigel FarageReloadGB News,https://twitter.com/Nigel_Farage,2023-11-02T20:01:17.000Z,The pro-Palestine March in London planned for Armistice Day should be blocked. @SadiqKhan,,False,2.1K,4.5K,20K,759K
Post&amp;Comment,Pro Palestine,https://twitter.com/MyLordBebo/status/1720201484686516251,Lord BeboReload,https://twitter.com/MyLordBebo,2023-11-02T22:09:28.000Z,Israeli attacks pro-Palestine Jews … with a WOW statement.,,False,66,316,667,53K
Post&amp;Comment,Pro Palestine,https://twitter.com/EndWokeness/status/1720984215095832653,End WokenessReload,https://twitter.com/EndWokeness,2023-11-05T01:59:45.000Z,Historic monuments in Washington DC were vandalized and desecrated by pro-Palestine protestors today,https://pbs.twimg.com/media/F-Ip8M9WcAA17-V?format=jpg&name=360x360;https://pbs.twimg.com/media/F-Ip8M9W4AAbzcP?format=jpg&name=360x360,False,4.7K,10K,19K,3.7M
Post&amp;Comment,Pro Palestine,https://twitter.com/deviIette/status/1720973343879274794,devilette¹⁷ReloadJuan C. Dávila,https://twitter.com/deviIette,2023-11-05T01:16:33.000Z,"During tonight’s Pro-Palestine rally in front of Puerto Rico’s Capitol, a USA flag was removed and replaced with a Palestinian flag.   (creds. @JuanCineDoc)",,False,11,7.2K,20K,4.4M
Post&amp;Comment,Pro Palestine,https://twitter.com/nicksortor/status/1720957200397406244,Nick SortorReload,https://twitter.com/nicksortor,2023-11-05T00:12:25.000Z,JUST IN: PRO-PALESTINE PROTESTORS HAVE VANDALIZED AND ARE PUSHING ON THE GATE TO THE WHITE HOUSE,,False,568,1K,1.9K,233K
Post&amp;Comment,Pro Palestine,https://twitter.com/PiersUncensored/status/1721572903815397675,Piers Morgan UncensoredReload,https://twitter.com/PiersUncensored,2023-11-06T16:59:00.000Z,"""I call upon all decent human beings to object to the march and ban it.""Israeli President Isaac Herzog tells Piers Morgan he condemns the 'atrocious' pro-Palestine marches planned for Armistice Day on tonight's Uncensored - 8pm (UK).@Isaac_Herzog | @piersmorgan | #PMU",,False,2.6K,486,1.2K,1.8M
Post&amp;Comment,Pro Palestine,https://twitter.com/vincereautmcri/status/1720154298716197301,༺ ty,https://twitter.com/vincereautmcri,2023-11-02T19:01:58.000Z,Notice how pro palestine people take everything extremely serious because a genocide is fucking happening and thousands are getting slaughtered and pro isr*elis spend their time comparing shit to a musicians album..yeah https://twitter.com/taylorslapdog/status/1720082138589184259…,,False,5,7.1K,24K,472K
Post&amp;Comment,Pro Palestine,https://twitter.com/EndWokeness/status/1721744405676069319,End Wokeness,https://twitter.com/EndWokeness,2023-11-07T04:20:29.000Z,An old Jewish man was just murdered by a pro-Palestine protestor in Los Angeles.This is the current headline on NBC:,https://pbs.twimg.com/media/F-TdaNqWgAAYSx3?format=jpg&name=small,False,1.7K,9.5K,36K,2M
Post&amp;Comment,Pro Palestine,https://twitter.com/WIsthisman/status/1721115196738163094,WhoIsThisManReloadCollin Rugg,https://twitter.com/WIsthisman,2023-11-05T10:40:14.000Z,NEW: United States monuments in Washington D.C. face vandalism as pro-Palestine protesters express their outrage over President Biden's stance on Israel. Among the defaced landmarks:• Andrew Jackson statue near the White House.,,False,7,8,9,3.3K
Post&amp;Comment,Pro Palestine,https://twitter.com/bilal_armylover/status/1721124942031261817,BilalReload,https://twitter.com/bilal_armylover,2023-11-05T11:18:57.000Z,"Massive pro Palestine Protest in Pakistan Today #GazaGenocide ,#FreePalestine",,False,10,77,175,8.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/arlpost_metro/status/1720862945746280843,Arlington Post Metro,https://twitter.com/arlpost_metro,2023-11-04T17:57:53.000Z,Large Pro-Palestine protest happening right now in DC,,False,2,12,43,4.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/Spotnewsth/status/1720886851945349376,The SpotReload,https://twitter.com/Spotnewsth,2023-11-04T19:32:52.000Z,● JUST IN | Massive pro-Palestine rally in US Washington. D.C.,,False,21,107,399,561K
Post&amp;Comment,Pro Palestine,https://twitter.com/QudsNen/status/1720111091299062175,Quds News Network,https://twitter.com/QudsNen,2023-11-02T16:10:16.000Z,A Zionist woman tells pro-Palestine Jewish protestors that they should be “put in gas chambers” and that “Hitler made a mistake”.,,False,282,3.9K,4.4K,710K
Post&amp;Comment,Pro Palestine,https://twitter.com/MeghUpdates/status/1721011498934308940,Megh Updates ™Wid Lyman,https://twitter.com/MeghUpdates,2023-11-05T03:48:10.000Z,"Shameful day for US as pro-Palestine protestors Vandalise National monuments of America including Andrew Jackson statue, The General Marquis de Lafayette Statue, Benjamin Franklin statue.And even tried to breach The White House",,False,229,1.8K,5K,185K
Post&amp;Comment,Pro Palestine,https://twitter.com/sahouraxo/status/1720860567714328714,sarahLuc Auffret,https://twitter.com/sahouraxo,2023-11-04T17:48:26.000Z,This is France tonight.Absolutely colossal pro-Palestine rally happening in the heart of Paris for the 4th consecutive weekend.Israeli propaganda has failed.The peoples of the globe stand with Gaza.,,False,337,13K,31K,631K
Post&amp;Comment,Pro Palestine,https://twitter.com/bennyjohnson/status/1720953741019639879,Benny JohnsonSteven Nelson,https://twitter.com/bennyjohnson,2023-11-04T23:58:40.000Z,Pro-Palestine protesters are vandalizing the gates at the White House  with red paint and pushing at them,,False,2.9K,4K,8.7K,2.8M
Post&amp;Comment,Pro Palestine,https://twitter.com/arlpost_metro/status/1720862945746280843,Arlington Post MetroReload,https://twitter.com/arlpost_metro,2023-11-04T17:57:53.000Z,Large Pro-Palestine protest happening right now in DC,,False,2,12,43,4.1K
Post&amp;Comment,Pro Palestine,https://twitter.com/QudsNen/status/1720111091299062175,Quds News NetworkReload,https://twitter.com/QudsNen,2023-11-02T16:10:16.000Z,A Zionist woman tells pro-Palestine Jewish protestors that they should be “put in gas chambers” and that “Hitler made a mistake”.,,False,282,3.9K,4.4K,710K
Post&amp;Comment,Pro Palestine,https://twitter.com/MeghUpdates/status/1721011498934308940,Megh Updates ™ReloadWid Lyman,https://twitter.com/MeghUpdates,2023-11-05T03:48:10.000Z,"Shameful day for US as pro-Palestine protestors Vandalise National monuments of America including Andrew Jackson statue, The General Marquis de Lafayette Statue, Benjamin Franklin statue.And even tried to breach The White House",,False,229,1.8K,5K,185K
Post&amp;Comment,Pro Palestine,https://twitter.com/sahouraxo/status/1720860567714328714,sarahReloadLuc Auffret,https://twitter.com/sahouraxo,2023-11-04T17:48:26.000Z,This is France tonight.Absolutely colossal pro-Palestine rally happening in the heart of Paris for the 4th consecutive weekend.Israeli propaganda has failed.The peoples of the globe stand with Gaza.,,False,337,13K,31K,631K
Post&amp;Comment,Pro Palestine,https://twitter.com/bennyjohnson/status/1720953741019639879,Benny JohnsonReloadSteven Nelson,https://twitter.com/bennyjohnson,2023-11-04T23:58:40.000Z,Pro-Palestine protesters are vandalizing the gates at the White House  with red paint and pushing at them,,False,2.9K,4K,8.7K,2.8M
Post&amp;Comment,Pro Palestine,https://twitter.com/REVMAXXING/status/1720907189353611424,Rev LaskarisReload,https://twitter.com/REVMAXXING,2023-11-04T20:53:41.000Z,HUGE PRO PALESTINE MARCH IN ITALY!,,False,27,700,1.6K,19K
Post&amp;Comment,Pro Palestine,https://twitter.com/sahouraxo/status/1720943503474057477,sarahReloadANSWER Coalition,https://twitter.com/sahouraxo,2023-11-04T23:17:59.000Z,"Largest ever pro-Palestine rally in U.S. history in Washington D.C. today!!!!!More than 300,000 people hit the streets and marched on the White House to condemn Joe Biden for funding genocide in Gaza. It’s a bad day to be an Israeli propagandist",,False,569,9.5K,20K,749K
Post&amp;Comment,Pro Palestine,https://twitter.com/SprinterX99880/status/1721571466154496189,S p r i n t e r XReloadReloadReloadReload,https://twitter.com/SprinterX99880,2023-11-06T16:53:17.000Z,"Pro-Palestine activists are currently blocking the entrance to the port of Tacoma in Washington, where a US ship carrying weapons to Israel is docked.This follows the recent blockade of the same ship in Auckland.‌‌",,False,112,2.5K,4.7K,143K
Post&amp;Comment,Pro Palestine,https://twitter.com/MarioNawfal/status/1720892349763440733,Mario NawfalReload,https://twitter.com/MarioNawfal,2023-11-04T19:54:43.000Z,"JUST IN: PRO-PALESTINE PROTESTORS BLOCK U.S MILITARY SHIPThe supply ship was bound for Israel, and protestors learned about it through a confidential source.Activists, including the Arab Resource Organizing Center, attempted to block the shipment of US military arms by…",,False,1.7K,2.4K,6.2K,2.5M
Post&amp;Comment,Pro Palestine,https://twitter.com/numarqs/status/1720883777654989054,nuno marquesReloadAndy Ngô ,https://twitter.com/numarqs,2023-11-04T19:20:39.000Z,Massive pro-Palestine rally in London today! #FreePalestine #March4Palestine,,False,19,209,646,19K
Post&amp;Comment,Pro Palestine,https://twitter.com/SaraReyi/status/1721902236304101378,Sara ReyReload,https://twitter.com/SaraReyi,2023-11-07T14:47:39.000Z,Pro-Palestine citizens in Mexico take to the streets to showcase their solidarity with Palestinians in the Gaza Strip,,False,25,853,1.3K,17K
Post&amp;Comment,Pro Palestine,https://twitter.com/LBC/status/1721896941523706135,LBCReload,https://twitter.com/LBC,2023-11-07T14:26:36.000Z,"'She's just off on one, isn't she?' Suella Braverman is 'chasing headlines as part of her attempt to become the next Conservative leader', Shadow Home Secretary @YvetteCooperMP tells @mrjamesob, in response to her branding pro-Palestine protests as 'hate marches'.",,False,150,407,1.2K,61K
Post&amp;Comment,Pro Palestine,https://twitter.com/casey_whalen/status/1721839500253335754,Casey Whalen,https://twitter.com/casey_whalen,,"Inside the Pro-Palestine protest that shut down Spokane City Hall this evening in Washington State.  An unbiased expose highlighting the Party for Socialism and Liberation's call to action in support of a Free Palestine.I report, you decide.  You won't see this on the local…",,False,20,29,50,7.6K
Post&amp;Comment,Pro Palestine,https://twitter.com/worqas/status/1722017865757257986,Waqas,https://twitter.com/worqas,2023-11-07T22:27:07.000Z,"Meanwhile, Pakistani govt has asked all banks to stop accepting donations for Palestine. Here is one circular from Bank Alfalah. Earlier Pakistani govt cracked down on pro-Palestine protestors and the PCB asked one cricketer to delete a tweet dedicating a recent victory to Gaza.",https://pbs.twimg.com/media/F-XWH6vWYAAvH8J?format=jpg&name=small,False,334,3K,3.6K,274K
Post&amp;Comment,Pro Palestine,https://twitter.com/rawsalerts/status/1720923238245552274,R A W S A L E R T SReload,https://twitter.com/rawsalerts,2023-11-04T21:57:27.000Z,"#BREAKING: Massive Pro-Palestine protest Takes Over Washington DC, Demonstrating Against US Support for Israel#Washington | #DC Currently Happening Thousands of Pro-Palestine supporters have gathered today, taking over Washington, D.C., to march and protest against US…",,False,1.7K,3.1K,7.6K,2.5M
Post&amp;Comment,Pro Palestine,https://twitter.com/EndWokeness/status/1721903911630721339,End Wokeness,https://twitter.com/EndWokeness,2023-11-07T14:54:18.000Z,An old Jewish man was murdered by a pro-Palestine activist. The medical examiner already ruled it a homicide.This is the media coverage:,https://pbs.twimg.com/media/F-Vued5bsAAZbpk?format=jpg&name=360x360;https://pbs.twimg.com/media/F-Vued5bYAAktaX?format=jpg&name=360x360;https://pbs.twimg.com/media/F-Vued0aQAAIqZM?format=jpg&name=360x360;https://pbs.twimg.com/media/F-Vued0aIAEG9dX?format=jpg&name=360x360,False,842,6.8K,18K,1.1M
Post&amp;Comment,Pro Palestine,https://twitter.com/The_Trump_Train/status/1720943023003984201,The Trump Train Reload,https://twitter.com/The_Trump_Train,2023-11-04T23:16:04.000Z,"WOW - Massive Pro-Palestine protest Takes Over Washington DC, Demonstrating Against US Support for Israel.Who else thinks these people should be arrested for supporting terrorism?",,False,1.7K,1.2K,4.6K,103K
Post&amp;Comment,Pro Palestine,https://twitter.com/rawsalerts/status/1720962644813783378,R A W S A L E R T SReload,https://twitter.com/rawsalerts,2023-11-05T00:34:03.000Z,"#BREAKING: Pro-Palestinian protesters are now climbing up the on the White house fence as they throw objects at the Secret Service#Washington | #DC Currently, thousands of Pro-Palestine supporters have gathered at the White House after today's large march against US…",,False,7.7K,10K,19K,14M
Post&amp;Comment,Pro Palestine,https://twitter.com/bennyjohnson/status/1720958174604284337,Benny JohnsonReloadDaily Caller,https://twitter.com/bennyjohnson,2023-11-05T00:16:17.000Z,Pro-Palestine protesters are scaling the White House fence,,False,935,1.1K,2.6K,351K
Post&amp;Comment,Pro Palestine,https://twitter.com/ShaharNaor/status/1720121140801118720,Shahar naor,https://twitter.com/ShaharNaor,2023-11-02T16:50:12.000Z,"Americans are waking up.Florida became the first state to disband pro palestine student groups. In Missouri, senator Josh Hawley drills secretary of Homeland Security Alejandro Mayorkas on revoking pro palestines visas and about a despicable antisemitic homeland security…",,False,4,12,45,7.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/rath_randy/status/1721537311471472727,Randy RathReload,https://twitter.com/rath_randy,2023-11-06T14:37:34.000Z,Sarah Jama spoke publicly at a pro-Palestine rally in Hamilton this weekend. More at 6 on CHCH.,,False,9,8,6,5.7K
Post&amp;Comment,Pro Palestine,https://twitter.com/MalcolmNance/status/1721871726626091198,Malcolm NanceChattJazz    Reload,https://twitter.com/MalcolmNance,2023-11-07T12:46:25.000Z,Dear Pro-Palestine activists.  Sometimes I make sense. You might want to listen to HAMAS's plan and how you are NOW part of it. h/t @rolandsmartin,,False,278,1.2K,3.7K,190K
Post&amp;Comment,Pro Palestine,https://twitter.com/GHStaigle/status/1722011836902519096,GH StaigleReload,https://twitter.com/GHStaigle,2023-11-07T22:03:10.000Z,"If you are anti-Zionist and pro-Palestine, you may want to check your history (you aren’t on the side of the good guys)",,False,,7,12,322
Post&amp;Comment,Pro Palestine,https://twitter.com/ShaharNaor/status/1720121140801118720,Shahar naorReload,https://twitter.com/ShaharNaor,2023-11-02T16:50:12.000Z,"Americans are waking up.Florida became the first state to disband pro palestine student groups. In Missouri, senator Josh Hawley drills secretary of Homeland Security Alejandro Mayorkas on revoking pro palestines visas and about a despicable antisemitic homeland security…",,False,4,12,45,7.8K
Post&amp;Comment,Pro Palestine,https://twitter.com/mntimes_in/status/1720117314304016391,MN TIMESReload,https://twitter.com/mntimes_in,2023-11-02T16:35:00.000Z,A Zionist woman tells pro-Palestine Jewish protestors that they should be “put in gas chambers” and that “Hitler made a mistake”.#Palestine #GazaGenocide #CeaseFireForGazaNow #CeasefireforGaza #غزة_تنتصر #ElonMusk #حماس #StopGenocideInGaza #حزب_الله Saudis #PalestineHolocaust…,,False,71,347,409,84K
Post&amp;Comment,Pro Palestine,https://twitter.com/RealLifeFootage/status/1721382960220578239,Real Life FootageReload,https://twitter.com/RealLifeFootage,2023-11-06T04:24:14.000Z,"Turkish police disperse pro-Palestine protesters gathered outside the Turkish Incirlik Air Base, also housing U.S. troops.  Why do we have a base there?  Remind me?  Remind me why Turkey is part of the EU and NATO?  Turks have always hated Americans.  Ottoman Empire died a long…",,False,15,29,42,2.9K
Post&amp;Comment,Pro Palestine,https://twitter.com/PaulKirkby3/status/1720540503056306447,Paul Kirkby #MBGA ,https://twitter.com/PaulKirkby3,2023-11-03T20:36:36.000Z,I am absolutely disgusted at Gary Lineker for backing a pro Palestine march on Armistice Day. It is an absolute disgrace that he would use such a solemn occasion to promote his own political agenda.Armistice Day is a day to remember the sacrifices of those who have fought for…,,False,404,563,3.4K,106K
Post&amp;Comment,Pro Palestine,https://twitter.com/MurchieJosh/status/1722019867434307985,Josh Murchie,https://twitter.com/MurchieJosh,2023-11-07T22:35:04.000Z,How come one group of protestors are called “yobs” and the other is called a “pro Palestine march”. Do better GB news.,,False,85,163,3.6K,60K
Post&amp;Comment,Pro Palestine,https://twitter.com/PaulKirkby3/status/1721999693331181897,Paul Kirkby #MBGA ,https://twitter.com/PaulKirkby3,2023-11-07T21:14:54.000Z,I am shocked and appalled to learn that the Metropolitan Police have decided not to ban the pro-Palestine march on Armistice Day. This is a deeply insensitive and offensive decision that shows a complete disregard for the feelings of many people.Armistice Day is a day to…,,False,50,182,954,16K
Post&amp;Comment,Pro Palestine,https://twitter.com/MillwallDocks/status/1721898251878863229,Millwall Paul    ,https://twitter.com/MillwallDocks,2023-11-07T14:31:49.000Z,Dear ⁦@DailyMailUK⁩ some things “muh far right” won’t be doing Saturday:- Beating up Poppy Sellers- Abusing Jews- Singing Genocide songs- Attacking McDonalds customers - Desecrating the Cenotaph - Aiming fireworks at PoliceGot it,https://pbs.twimg.com/card_img/1721849289968615424/-7E413qc?format=jpg&name=small,False,121,742,2.2K,55K
Post&amp;Comment,Pro Palestine,https://twitter.com/GoalsMcGhie/status/1721457774863778012,JMc National Housing Party U.K. Reload,https://twitter.com/GoalsMcGhie,2023-11-06T09:21:31.000Z,The replies here really good.They've mistaken the niddrie annual purge for a Pro Palestine protest and want everyone deported,,False,12,91,912,128K
Post&amp;Comment,Pro Palestine,https://twitter.com/cperez3220/status/1721707504034341310,Carlos PerezReload,https://twitter.com/cperez3220,2023-11-07T01:53:51.000Z,BREAKING: A pro-Palestine protester has been arrested after killing a 65 year old Jewish man by hitting him over the head with a megaphone during a verbal altercation in the Thousand Oaks area of LA.The man suffered from a brain hemorrhage as a result & succumbed to his…,,False,68,89,156,92K
Post&amp;Comment,Pro Palestine,https://twitter.com/CensoredMen/status/1720998774238040408,Censored MenReload,https://twitter.com/CensoredMen,2023-11-05T02:57:37.000Z,"Pro-Palestine rally in Kingston, Jamaica.",,False,165,2.6K,8.9K,152K
Post&amp;Comment,Pro Palestine,https://twitter.com/SameeraKhan/status/1721015620978749705,Sameera KhanReloadAF Post,https://twitter.com/SameeraKhan,2023-11-05T04:04:33.000Z,ANTIFA AND MUSLIMS CLASH OVER DISAGREEMENTS ON HOMOSEXUALITY AT PRO-PALESTINE PROTEST,,False,282,516,1.6K,731K
